,c_a,unit,scp,station,linename,division,data,time,desc,entries,exits
16985,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,5502009,3717851
16986,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,5502469,3717957
16987,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,5503127,3718208
16988,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,5503353,3718347
16989,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,5503378,3718374
16990,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,5503610,3718387
16991,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,5504394,3718464
16992,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,5504587,3718614
16993,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,5504989,3718832
16994,B023,R211,1/6/02,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,5505177,3718956
16995,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,15386659,10159522
16996,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,15386734,10159552
16997,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,15387059,10159702
16998,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,15387449,10159903
16999,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,15387815,10160125
17000,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,15387963,10160242
17001,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,15387989,10160298
17002,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,15388029,10160328
17003,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,15388299,10160471
17004,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,15388604,10160675
17005,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,15388912,10160870
17006,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,15389047,10160980
17007,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,15389074,10161023
17008,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,15389223,10161062
17009,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,15389782,10161260
17010,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,15390228,10161467
17011,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,15390744,10161773
17012,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,15390947,10161948
17013,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,15390968,10161978
17014,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,15391188,10162017
17015,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,15391987,10162268
17016,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,15392459,10162515
17017,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,15393094,10162958
17018,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,15393329,10163202
17019,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,15393359,10163252
17020,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,15393573,10163293
17021,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,15394431,10163548
17022,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,15:00:00,REGULAR,15394852,10163829
17023,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,19:00:00,REGULAR,15395434,10164259
17024,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/17/18,23:00:00,REGULAR,15395649,10164492
17025,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,3:00:00,REGULAR,15395676,10164530
17026,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,7:00:00,REGULAR,15395860,10164571
17027,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,15396765,10164831
17028,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,15397174,10165073
17029,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,15397788,10165506
17030,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,15398007,10165748
17031,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,15398033,10165794
17032,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,15398205,10165827
17033,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,15398866,10166037
17034,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,15399314,10166320
17035,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,15399925,10166664
17036,B024,R211,00-00-00,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,15400085,10166860
17037,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,14123542,10427611
17038,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,14123614,10427617
17039,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,14123887,10427734
17040,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,14124242,10427840
17041,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,14124582,10428014
17042,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,14124705,10428112
17043,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,14124728,10428146
17044,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,14124754,10428152
17045,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,14124933,10428206
17046,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,14125196,10428349
17047,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,14125431,10428484
17048,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,14125517,10428542
17049,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,14125528,10428559
17050,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,14125606,10428576
17051,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,14126076,10428681
17052,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,14126425,10428821
17053,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,14126823,10429147
17054,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,14126956,10429298
17055,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,14126971,10429322
17056,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,14127108,10429334
17057,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,14127935,10429495
17058,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,14128306,10429670
17059,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,14128901,10430140
17060,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,14129095,10430398
17061,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,14129112,10430419
17062,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,14129262,10430433
17063,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,14130104,10430588
17064,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,15:00:00,REGULAR,14130555,10430752
17065,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,19:00:00,REGULAR,14131127,10431147
17066,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/17/18,23:00:00,REGULAR,14131309,10431369
17067,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,3:00:00,REGULAR,14131333,10431387
17068,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,7:00:00,REGULAR,14131501,10431405
17069,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,14132322,10431553
17070,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,14132769,10431728
17071,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,14133330,10432189
17072,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,14133547,10432393
17073,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,14133573,10432414
17074,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,14133737,10432436
17075,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,14134545,10432595
17076,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,14135018,10432792
17077,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,14135553,10433207
17078,B024,R211,00-00-01,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,14135730,10433399
17079,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,267853,251602
17080,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,267885,251617
17081,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,268122,251756
17082,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,268454,251907
17083,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,268740,252178
17084,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,268857,252361
17085,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,268884,252411
17086,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,268930,252434
17087,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,269138,252522
17088,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,269408,252655
17089,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,269647,252895
17090,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,269758,253007
17091,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,269776,253048
17092,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,269861,253070
17093,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,270267,253317
17094,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,270591,253520
17095,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,270968,253992
17096,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,271108,254228
17097,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,271122,254266
17098,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,271260,254299
17099,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,271972,254575
17100,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,272332,254853
17101,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,272781,255598
17102,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,272953,256008
17103,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,272971,256059
17104,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,273092,256085
17105,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,273681,256381
17106,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,15:00:00,REGULAR,274019,256643
17107,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,19:00:00,REGULAR,274468,257266
17108,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/17/18,23:00:00,REGULAR,274617,257636
17109,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,3:00:00,REGULAR,274636,257706
17110,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,7:00:00,REGULAR,274764,257737
17111,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,275390,258020
17112,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,275752,258247
17113,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,276162,258949
17114,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,276319,259288
17115,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,276342,259346
17116,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,276470,259372
17117,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,277102,259607
17118,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,277521,259964
17119,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,277959,260682
17120,B024,R211,00-00-02,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,278124,260958
17121,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,928913,1920525
17122,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,928928,1920565
17123,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,929108,1920746
17124,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,929328,1920967
17125,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,929527,1921336
17126,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,929598,1921575
17127,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,929604,1921675
17128,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,929624,1921718
17129,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,929777,1921895
17130,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,929956,1922094
17131,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,930136,1922415
17132,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,930192,1922632
17133,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,930204,1922721
17134,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,930244,1922768
17135,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,930519,1923170
17136,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,930773,1923470
17137,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,931059,1924095
17138,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,931154,1924514
17139,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,931164,1924620
17140,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,931220,1924677
17141,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,931720,1925188
17142,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,932005,1925519
17143,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,932331,1926432
17144,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,932435,1927095
17145,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,932446,1927202
17146,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,932504,1927260
17147,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,932890,1927730
17148,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,15:00:00,REGULAR,933167,1928130
17149,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,19:00:00,REGULAR,933478,1929051
17150,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/17/18,23:00:00,REGULAR,933572,1929609
17151,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,3:00:00,REGULAR,933582,1929713
17152,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,7:00:00,REGULAR,933636,1929768
17153,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,934030,1930229
17154,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,934324,1930519
17155,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,934668,1931461
17156,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,934793,1931997
17157,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,934812,1932112
17158,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,934897,1932184
17159,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,935324,1932678
17160,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,935634,1933084
17161,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,935970,1933890
17162,B024,R211,00-00-03,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,936081,1934326
17163,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,553648932,469762048
17164,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,553648932,469762048
17165,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,553648932,469762048
17166,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,553648932,469762048
17167,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,553648932,469762048
17168,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,553648932,469762048
17169,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,553648932,469762048
17170,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,553648932,469762048
17171,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,553648932,469762048
17172,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,553648932,469762048
17173,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,553648932,469762048
17174,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,553648932,469762048
17175,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,553648932,469762048
17176,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,553648932,469762048
17177,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,553648932,469762048
17178,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,553648932,469762048
17179,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,553648932,469762048
17180,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,553648932,469762048
17181,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,553648932,469762048
17182,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,553648932,469762048
17183,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,553648932,469762048
17184,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,553648932,469762048
17185,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,553648933,469762048
17186,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,553648933,469762048
17187,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,553648933,469762048
17188,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,553648933,469762048
17189,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,553648933,469762048
17190,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,15:00:00,REGULAR,553648933,469762048
17191,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,19:00:00,REGULAR,553648933,469762048
17192,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/17/18,23:00:00,REGULAR,553648933,469762048
17193,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,3:00:00,REGULAR,553648933,469762048
17194,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,7:00:00,REGULAR,553648933,469762048
17195,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,11:00:00,REGULAR,553648934,469762048
17196,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,15:00:00,REGULAR,553648934,469762048
17197,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,19:00:00,REGULAR,553648934,469762048
17198,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/18/18,23:00:00,REGULAR,553648934,469762048
17199,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,3:00:00,REGULAR,553648934,469762048
17200,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,7:00:00,REGULAR,553648934,469762048
17201,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,11:00:00,REGULAR,553648935,469762048
17202,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,15:00:00,REGULAR,553648937,469762048
17203,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,19:00:00,REGULAR,553648937,469762048
17204,B024,R211,00-05-00,KINGS HWY,BQ,BMT,1/19/18,23:00:00,REGULAR,553648937,469762048
17205,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,3:00:00,REGULAR,229572623,763625343
17206,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,7:00:00,REGULAR,229572623,763625343
17207,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,11:00:00,REGULAR,229572623,763625343
17208,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,15:00:00,REGULAR,229572623,763625343
17209,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,19:00:00,REGULAR,229572623,763625343
17210,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/13/18,23:00:00,REGULAR,229572623,763625343
17211,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,3:00:00,REGULAR,229572623,763625343
17212,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,7:00:00,REGULAR,229572623,763625343
17213,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,11:00:00,REGULAR,229572623,763625343
17214,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,15:00:00,REGULAR,229572623,763625343
17215,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,19:00:00,REGULAR,229572623,763625343
17216,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/14/18,23:00:00,REGULAR,229572623,763625343
17217,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,3:00:00,REGULAR,229572623,763625343
17218,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,7:00:00,REGULAR,229572623,763625343
17219,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,11:00:00,REGULAR,229572623,763625343
17220,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,15:00:00,REGULAR,229572623,763625343
17221,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,19:00:00,REGULAR,229572623,763625343
17222,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/15/18,23:00:00,REGULAR,229572623,763625343
17223,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,3:00:00,REGULAR,229572623,763625343
17224,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,7:00:00,REGULAR,229572623,763625343
17225,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,11:00:00,REGULAR,229572623,763625343
17226,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,15:00:00,REGULAR,229572623,763625343
17227,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,19:00:00,REGULAR,229572623,763625343
17228,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/16/18,23:00:00,REGULAR,229572623,763625343
17229,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/17/18,3:00:00,REGULAR,229572623,763625343
17230,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/17/18,7:00:00,REGULAR,229572623,763625343
17231,B024,R211,00-05-01,KINGS HWY,BQ,BMT,1/17/18,11:00:00,REGULAR,229572623,763625343
